no,eclipse,ours
4073,188,80
4074,195,268
4075,203,140
4076,195,257
4077,199,96
4078,168,96
4079,191,191
4080,215,250
4081,172,172
4082,196,81
4083,160,293
4084,192,192
4085,193,193
4086,205,4872
4087,160,943
4088,184,875
4089,156,156
4090,217,89
4091,191,111
4092,184,207
4093,196,1334
4094,161,697
4095,181,181
4096,192,129
4097,187,156
4098,193,78
4099,203,203
4100,176,123
4101,152,55
4102,179,60
4103,187,67
4104,163,141
4105,160,160
4106,211,151
4107,211,228
4108,207,127
4109,195,195
4110,183,87
4111,151,30
4112,167,49
4113,144,43
4114,199,36
4115,152,35
4116,186,89
4117,179,108
4118,148,90
4119,179,96
4120,169,96
4121,173,83
4122,140,142
4123,194,123
4124,149,90
4125,182,93
4126,181,181
4127,179,179
4128,160,242
4129,179,210
4130,179,179
4131,181,356
4132,148,94
4133,169,169
4134,175,175
4135,232,165
4136,184,184
4137,211,66
4138,202,70
4139,185,170
4140,213,92
4141,154,118
4142,177,77
4143,149,682
4144,194,82
4145,194,85
4146,176,176
4147,220,220
4148,149,149
4149,191,191
4150,181,181
4151,246,246
4152,188,415
4153,175,97
4154,194,194
4155,150,150
4156,226,47
4157,182,182
4158,178,178
4159,188,75
4160,183,183
4161,146,146
4162,175,175
4163,174,123
4164,211,93
4165,178,178
4166,191,191
4167,150,150
4168,248,248
4169,152,96
4170,152,100
4171,171,171
4172,151,151
4173,182,182
4174,210,210
4175,177,116
4176,209,96
4177,185,185
4178,182,182
4179,185,185
4180,156,156
4181,233,75
4182,187,49
4183,178,57
4184,156,45
4185,181,181
4186,179,179
4187,182,182
4188,182,182
4189,174,174
4190,188,188
4191,188,331
4192,188,225
4193,182,112
4194,190,99
4195,188,46
4196,210,210
4197,185,185
4198,150,711
4199,195,787
4200,180,180
4201,147,147
4202,186,186
4203,177,53
4204,216,216
4205,183,183
4206,151,370
4207,182,148
4208,188,42
4209,161,45
4210,151,151
4211,176,47
4212,211,46
4213,152,63
4214,180,130
4215,175,143
4216,180,116
4217,163,155
4218,195,432
4219,185,14
4220,207,12
4221,171,828
4222,183,11
4223,178,11
4224,201,201
4225,181,12
4226,187,426
4227,160,160
4228,219,219
4229,188,139
4230,169,269
4231,160,112
4232,161,367
4233,202,559
4234,198,53
4235,198,44
4236,188,55
4237,194,100
4238,174,40
4239,183,101
4240,191,42
4241,161,177
4242,180,110
4243,193,174
4244,198,45
4245,161,105
4246,184,101
4247,148,148
4248,173,173
4249,199,50
4250,207,130
4251,204,136
4252,210,220
4253,206,197
4254,207,148
4255,217,129
4256,215,198
4257,200,158
4258,206,250
4259,208,254
4260,237,237
4261,220,221
4262,194,128
4263,203,175
4264,195,171
4265,209,171
4266,198,138
4267,219,277
4268,213,214
4269,214,175
4270,206,194
4271,204,113
4272,198,149
4273,209,102
4274,198,185
4275,219,138
4276,207,111
4277,218,175
4278,203,105
4279,217,217
4280,196,183
4281,213,182
4282,201,185
4283,211,133
4284,215,215
4285,201,183
4286,201,113
4287,220,220
4288,208,208
4289,215,210
4290,225,215
4291,203,163
4292,242,155
4293,224,173
4294,274,251
4295,202,209
4296,207,256
4297,252,245
4298,248,248
4299,212,212
4300,221,220
4301,229,241
4302,206,203
4303,222,132
4304,225,225
4305,207,125
4306,201,124
4307,222,131
4308,218,161
4309,236,150
4310,217,205
4311,203,208
4312,222,151
4313,223,293
4314,225,204
4315,214,225
4316,215,291
4317,239,311
4318,206,320
4319,218,341
4320,203,534
4321,221,297
4322,203,217
4323,217,265
4324,211,286
4325,220,223
4326,207,364
4327,227,367
4328,233,515
4329,228,352
4330,212,347
4331,228,505
4332,221,313
4333,224,274
4334,205,347
4335,208,151
4336,243,586
4337,208,376
4338,248,389
4339,224,218
4340,226,200
4341,227,207
4342,214,285
4343,216,124
4344,223,189
4345,218,248
4346,210,305
4347,224,257
4348,210,179
4349,207,297
4350,248,227
4351,221,219
4352,228,219
4353,220,205
4354,206,322
4355,202,161
4356,215,194
4357,186,18
4358,176,17
