no,eclipse,ours
4051,148,148
4052,205,320
4053,190,55
4054,169,35
4055,212,29
4056,175,309
4057,142,142
4058,210,37
4059,201,30
4060,160,27
4061,168,38
4062,218,43
4063,233,33
4064,183,27
4065,173,85
4066,174,174
4067,137,137
4068,169,169
4069,210,210
4070,143,143
4071,206,206
4072,156,156
4073,188,188
4074,204,204
4075,175,55
4076,156,184
4077,146,146
4078,209,70
4079,152,152
4080,165,165
4081,181,181
4082,190,190
4083,159,159
4084,188,188
4085,174,174
4086,223,223
4087,248,248
4088,154,154
4089,203,203
4090,222,207
4091,180,180
4092,203,611
4093,156,156
4094,176,176
4095,162,69
4096,174,55
4097,171,57
4098,182,63
4099,216,33
4100,186,32
4101,193,38
4102,140,35
4103,206,50
4104,130,28
4105,237,28
4106,166,31
4107,148,162
4108,131,131
4109,237,38
4110,220,49
4111,205,35
4112,187,64
4113,183,34
4114,178,33
4115,180,32
4116,145,38
4117,198,54
4118,182,32
4119,175,93
4120,175,97
4121,190,163
4122,153,62
4123,151,222
4124,152,64
4125,183,193
4126,157,103
4127,174,174
4128,146,19
4129,134,18
4130,171,17
4131,217,41
4132,200,41
4133,191,42
4134,144,36
4135,168,33
4136,164,36
4137,171,45
4138,164,43
4139,139,34
4140,199,38
4141,152,127
4142,180,145
4143,218,218
4144,144,73
4145,171,171
4146,153,169
4147,200,62
4148,149,52
4149,218,54
4150,222,93
4151,182,182
4152,170,170
4153,188,188
4154,175,72
4155,195,507
4156,187,128
4157,197,595
4158,219,503
4159,192,187
4160,191,191
4161,215,215
4162,191,364
4163,222,222
4164,178,171
4165,193,193
4166,185,185
4167,194,135
4168,210,226
4169,208,92
4170,151,91
4171,169,100
4172,162,298
4173,196,273
4174,190,100
4175,204,176
4176,188,98
4177,198,198
4178,192,95
4179,226,101
4180,190,122
4181,193,193
4182,183,183
4183,145,81
4184,205,521
4185,157,137
4186,168,1323
4187,219,91
4188,155,55
4189,210,106
4190,215,290
4191,333,53
4192,160,299
4193,157,40
4194,214,293
4195,142,131
4196,218,218
4197,159,127
4198,171,155
4199,188,156
4200,168,119
4201,200,172
4202,197,143
4203,277,187
4204,267,96
4205,179,99
4206,199,148
4207,188,188
4208,185,99
4209,161,31
4210,143,77
4211,159,71
4212,186,186
4213,189,197
4214,191,148
4215,182,156
4216,161,262
4217,193,256
4218,251,116
4219,173,101
4220,162,32
4221,145,31
4222,216,105
4223,193,127
4224,147,130
4225,146,95
4226,169,79
4227,164,84
4228,217,71
4229,202,202
4230,300,33
4231,308,308
4232,153,30
4233,247,74
4234,142,40
4235,182,65
4236,238,90
4237,149,89
4238,194,194
4239,169,169
4240,179,110
4241,358,234
4242,192,192
4243,152,152
4244,184,191
4245,205,162
4246,182,167
4247,192,192
4248,181,181
4249,192,192
4250,167,167
4251,148,135
4252,188,50
4253,190,54
4254,161,252
4255,154,59
4256,191,43
4257,182,52
4258,155,41
4259,182,126
4260,234,133
4261,157,106
4262,216,216
4263,160,160
4264,228,228
4265,195,195
4266,175,175
4267,215,349
4268,234,463
4269,169,83
4270,184,184
4271,192,243
4272,155,221
4273,196,241
4274,207,207
4275,201,185
4276,170,116
4277,190,190
4278,180,73
4279,185,79
4280,177,94
4281,154,154
4282,182,182
4283,208,208
4284,189,189
4285,209,141
4286,160,73
4287,173,201
4288,168,63
4289,183,183
4290,183,180
4291,158,75
4292,166,123
4293,163,163
4294,191,227
4295,193,193
4296,211,63
4297,197,127
4298,183,223
4299,185,78
4300,180,85
4301,180,180
4302,160,62
4303,196,44
4304,185,64
4305,148,42
4306,214,43
4307,159,41
4308,185,185
4309,219,219
4310,202,47
4311,182,87
4312,187,41
4313,145,59
4314,145,55
4315,192,53
4316,151,41
4317,208,87
4318,203,47
4319,164,73
4320,218,146
4321,194,43
4322,166,41
4323,176,75
4324,200,18
4325,246,16
4326,139,17
4327,161,88
4328,149,85
4329,195,79
4330,209,120
4331,203,96
4332,219,194
4333,161,80
4334,204,43
4335,188,84
4336,203,39
4337,142,141
4338,157,118
4339,182,84
4340,194,79
4341,136,136
4342,244,244
4343,192,27
4344,181,139
4345,195,195
4346,142,24
4347,216,23
4348,143,22
4349,193,23
4350,214,52
4351,261,23
4352,236,76
4353,239,157
4354,186,250
4355,198,76
4356,194,76
4357,203,63
4358,233,41
4359,192,36
4360,145,473
4361,197,144
4362,228,123
4363,173,75
4364,184,27
4365,209,23
4366,175,80
4367,189,384
4368,187,451
4369,183,76
4370,161,58
4371,153,22
4372,200,25
4373,153,34
4374,211,211
4375,249,790
4376,188,188
4377,188,888
4378,185,445
4379,206,206
4380,171,79
4381,175,172
4382,193,139
4383,223,176
4384,161,553
4385,193,193
4386,163,210
4387,148,78
4388,181,80
4389,185,185
4390,194,376
4391,144,144
4392,217,217
4393,211,51
4394,173,166
4395,202,88
4396,210,97
4397,177,177
4398,195,195
4399,167,112
4400,175,181
4401,163,139
4402,196,115
4403,201,64
4404,170,58
4405,224,224
4406,190,57
4407,152,58
4408,178,97
4409,148,23
4410,167,18
4411,387,77
4412,173,173
4413,185,109
4414,197,92
4415,163,62
4416,172,51
4417,186,131
4418,285,55
4419,176,48
4420,193,54
4421,180,52
4422,220,220
4423,176,53
4424,196,52
4425,205,53
4426,231,79
4427,146,21
4428,286,21
4429,153,23
4430,221,21
4431,151,39
4432,260,33
4433,212,77
4434,175,238
4435,190,426
4436,154,121
4437,175,113
4438,196,196
4439,197,52
4440,330,330
4441,215,215
4442,208,208
4443,193,53
4444,205,132
4445,225,97
4446,230,99
4447,178,104
4448,264,141
4449,168,140
4450,184,184
4451,226,122
4452,230,62
4453,263,68
4454,276,61
4455,231,231
4456,215,55
4457,200,74
4458,164,104
4459,187,64
4460,223,53
4461,218,66
4462,214,101
4463,172,172
4464,214,214
4465,189,189
4466,226,226
4467,182,182
4468,247,247
4469,187,75
4470,174,61
4471,199,110
4472,211,597
4473,208,135
4474,216,106
4475,206,59
4476,152,125
4477,199,199
4478,157,157
4479,193,111
4480,177,285
4481,229,229
4482,180,180
4483,186,128
4484,208,82
4485,198,198
4486,157,856
4487,202,134
4488,201,97
4489,196,90
4490,235,112
4491,187,187
4492,232,123
4493,216,59
4494,189,189
4495,209,55
4496,177,177
4497,178,178
4498,188,33
4499,151,31
4500,182,29
4501,184,46
